Row ID,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
360,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22
361,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
362,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
363,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
364,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
365,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
366,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
367,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
368,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42
369,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
370,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
371,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
372,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
373,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
374,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
375,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
376,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
377,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
378,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
379,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09
380,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
381,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
382,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
383,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
384,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
385,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
386,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
387,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
388,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23
389,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76
390,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
391,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
392,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34
393,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74
394,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35
395,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
396,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
397,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
398,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
399,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
400,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
401,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
402,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
403,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
404,222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89
405,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
406,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
407,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04
408,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
409,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,45.85
410,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
411,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
412,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
413,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0
414,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
415,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
416,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
417,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
418,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
419,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
420,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
421,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96
422,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
423,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
424,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
425,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
426,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94
427,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
428,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91
429,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
430,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
431,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
432,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
433,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
434,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48
435,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
436,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29
437,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
438,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25
439,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
440,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
441,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
442,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
443,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
444,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
445,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
446,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7
447,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
448,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
449,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59
450,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
451,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
452,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86
453,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73
454,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
455,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
456,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
457,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
458,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
459,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
460,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
461,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39
462,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
463,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
464,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
465,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
466,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12
467,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
468,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
469,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
470,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
471,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
472,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
473,144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14
474,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
475,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74
476,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
477,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
478,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28
479,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61
480,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
481,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
482,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
483,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
484,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
485,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
486,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
487,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
488,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
489,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
490,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7
491,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42
492,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
493,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34
494,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
495,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
496,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
497,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
498,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
499,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
500,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23
501,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
502,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2
503,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
504,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
505,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
506,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
507,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
508,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
509,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
510,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7
511,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94
512,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
513,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18
514,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
515,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6
516,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
517,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3
518,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
519,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73
520,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
521,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
522,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
523,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
524,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54
525,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
526,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
527,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
528,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
529,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
530,133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94
531,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
532,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
533,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
534,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
535,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
536,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92
537,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
538,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
539,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
540,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86
541,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
542,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51
543,149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96
544,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54
545,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
546,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
547,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
548,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
549,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8
550,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63
551,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
552,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
553,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
554,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73
555,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
556,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
557,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23
558,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61
559,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
560,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74
561,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
562,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
563,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
564,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
565,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
566,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
567,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13
568,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
569,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
570,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
571,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
572,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54
573,310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
574,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
575,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
576,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
577,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
578,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
579,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
580,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
581,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
582,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
583,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54
584,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99
585,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
586,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
587,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
588,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52
589,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
590,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
591,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
592,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
593,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62
594,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
595,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
596,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
597,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03
598,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
599,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
600,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
601,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
602,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
603,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
604,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
605,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
606,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
607,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25
608,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93
609,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88
610,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
611,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
612,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
613,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
614,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
615,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
616,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
617,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9
618,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
619,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
620,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
621,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
622,262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72
623,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
624,148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
625,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
626,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
627,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
628,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
629,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23
630,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13
631,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57
632,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36
633,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47
634,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
635,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
636,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
637,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
638,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
639,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66
640,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7
641,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
642,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
643,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
644,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
645,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
646,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
647,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16
648,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26
649,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
650,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03
651,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44
652,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7
653,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
654,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
655,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
656,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13
657,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
658,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
659,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
660,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91
661,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23
662,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72
663,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
664,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2
665,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
666,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
667,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05
668,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
669,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99
670,298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52
671,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
672,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
673,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8
674,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08
675,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
676,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
677,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
678,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
679,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
680,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
681,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
682,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
683,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
684,144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
685,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
686,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02
687,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
688,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72
689,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
690,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
691,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
692,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
693,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
694,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
695,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
696,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
697,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62
698,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
699,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
700,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7
701,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
702,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35
703,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
704,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
705,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
706,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
707,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06
708,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
709,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
710,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26
711,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
712,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84
713,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
714,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
715,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
716,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12
717,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
718,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
719,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
720,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
